series,pubCohort,wgDum,rfcDum,filesize,n_author,n_affil,usAuth,forAuth,n_com,n_edu,n_gov,n_net,n_org,priorwgc,rfcKeyCnt,patCites,rfcCites,rfcPages,pubCites,backCites,stBackCites,nsBackCites,cumWgOrg2,techarea,cummsgs,ttlmsg1yr,ttlusr1yr,ttlafl1yr,areaCumUsrs,areaCumAfls,areaUsrGrowth,areaAflGrowth,cummsgs_all,age,exiType,exprfc,inforfc,strfc,nsrfc
9649,2005,0,0,24211,1,1,1,0,0,0,0,1,0,0,6,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
9650,2001,0,0,7985,2,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9651,2002,0,0,12499,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,128,"none",3065,1186,244,217,20631,16646,3917,2894,3407,1,2,0,0,0,0
9652,2003,0,0,44661,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,120,"none",1256,1256,176,156,16025,14019,1570,1413,1331,1,2,0,0,0,0
9653,2002,0,0,40345,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,128,"none",474,474,43,37,15232,13299,1620,1420,500,5,2,0,0,0,0
9655,2003,0,0,25745,1,1,0,1,0,0,0,0,1,0,3,0,0,,0,,,,120,"none",2619,1201,211,121,24625,22060,2440,2246,2862,2,2,0,0,0,0
9656,2002,0,0,37266,5,4,1,1,2,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9657,2002,0,0,34380,2,1,0,1,0,1,0,0,0,0,23,0,0,,0,,,,128,"none",13425,5678,1133,682,17258,14631,2879,2310,14828,2,2,0,0,0,0
9658,1998,0,0,28299,3,1,1,0,1,0,0,0,0,0,12,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9659,1998,0,0,20005,3,1,1,0,1,0,0,0,0,0,8,0,0,,0,,,,101,"none",2014,404,149,140,11928,10495,2542,2243,3174,1,2,0,0,0,0
9660,1992,0,0,26394,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,19,"none",,,,,,,,,,1,2,0,0,0,0
9661,1999,0,0,22022,4,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9662,2000,0,0,66838,1,1,1,0,0,0,0,0,1,0,3,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9663,2002,0,0,148223,3,2,1,0,2,0,0,0,0,0,11,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9664,1997,0,0,149331,4,2,1,0,2,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,4,2,0,0,0,0
9665,2000,0,1,8640,1,1,0,1,1,0,0,0,0,0,0,0,5,5,0,0,0,0,129,"none",,,,,,,,,,2,3,0,1,0,1
9666,2002,0,0,65393,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,128,"none",14631,6029,1164,715,17887,15114,3043,2419,16152,2,2,0,0,0,0
9667,2003,0,0,71989,4,3,1,0,2,0,0,0,0,0,0,0,0,,0,,,,120,"none",17546,4121,959,660,20352,17139,3094,2508,19408,1,2,0,0,0,0
9668,2002,0,0,29196,3,1,1,0,0,0,0,0,1,0,36,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9670,1997,0,0,21015,3,2,1,0,1,1,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,2,2,0,0,0,0
9671,1990,0,1,41000,1,1,1,0,0,1,0,0,0,0,20.0409,22,61,0,47,0,0,0,3,"none",,,,,,,,,,1,4,0,0,1,0
9672,2002,0,0,13295,1,1,0,1,1,0,0,0,0,0,13,0,0,,0,,,,128,"none",14631,6029,1164,715,17887,15114,3043,2419,16152,4,2,0,0,0,0
9673,2003,0,0,66515,1,1,0,1,1,0,0,0,0,0,8,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
9674,2001,0,0,15147,3,2,0,1,0,1,0,0,0,0,6,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9675,2005,0,0,12766,1,1,0,1,0,1,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9676,2005,0,0,23389,1,1,1,0,0,0,0,1,0,0,11,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
9677,2005,0,0,14957,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9678,2003,0,0,13624,3,2,1,0,1,0,0,1,0,0,6,0,0,,0,,,,120,"none",18073,1674,420,296,10782,8898,2144,1711,21663,3,2,0,0,0,0
9679,2005,0,0,20157,1,1,1,0,0,0,0,1,0,0,8,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9680,2004,0,0,9042,1,1,1,0,0,0,0,1,0,0,6,0,0,,0,,,,116,"none",18289,850,275,204,11414,9398,1982,1587,21908,2,2,0,0,0,0
9681,2005,0,0,27895,1,1,0,1,1,0,0,0,0,0,7,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9682,2005,0,0,31469,1,1,0,1,1,0,0,0,0,0,5,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9684,1999,0,0,10451,1,1,1,0,1,0,0,0,0,1,0,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9685,2004,0,0,10767,1,1,0,1,1,0,0,0,0,0,4,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9686,1996,0,0,41000,1,1,0,0,0,0,0,0,0,0,20.0409,0,0,,0,,,,55,"none",,,,,,,,,,1,2,0,0,0,0
9687,2004,0,0,52138,2,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
9688,2004,0,0,9104,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",6829,1642,301,236,14883,11217,2095,1650,7489,2,2,0,0,0,0
9689,2003,0,0,22828,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",6078,2903,385,293,13511,10105,2610,2021,6682,3,2,0,0,0,0
9690,2005,0,0,21358,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9691,2003,0,0,14847,3,1,1,0,1,0,0,0,0,0,10,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
9692,2003,0,0,12343,6,3,1,0,2,0,0,1,0,1,3,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
9693,2003,0,0,9504,2,1,1,0,1,0,0,0,0,0,10,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
9694,2004,0,0,12180,1,1,1,0,1,0,0,0,0,0,2,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9695,2002,0,0,31778,4,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,3,2,0,0,0,0
9696,2003,0,0,21120,1,1,1,0,0,1,0,0,0,0,7,0,0,,0,,,,120,"none",4151,743,124,88,21396,16905,4814,3715,4419,1,2,0,0,0,0
9697,2000,0,0,104070,4,3,1,0,1,1,0,0,0,0,40,0,0,,0,,,,129,"none",4012,1596,480,318,12263,10484,2208,1804,4951,1,2,0,0,0,0
9698,2002,0,0,21901,4,4,1,0,3,0,0,1,0,1,47,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9699,2005,0,0,41723,1,1,1,0,0,1,0,0,0,0,64,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9700,2005,0,0,9685,1,1,0,1,0,0,0,1,0,0,5,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9701,2005,0,0,21406,1,1,1,0,1,0,0,0,0,1,6,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9702,1998,0,0,19708,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9703,1996,0,0,4010,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,55,"none",,,,,,,,,,2,2,0,0,0,0
9704,2000,0,0,27191,5,2,0,1,2,0,0,0,0,0,6,0,0,,0,,,,129,"none",6071,658,317,276,4980,4070,1730,1389,9256,2,2,0,0,0,0
9705,2000,0,0,42928,5,2,0,1,2,0,0,0,0,0,2,0,0,,0,,,,129,"none",53,53,19,16,7978,6610,2028,1649,61,2,2,0,0,0,0
9706,2003,0,0,29838,4,1,0,1,1,0,0,0,0,0,5,0,0,,0,,,,120,"none",19703,6036,555,430,23917,19612,3274,2676,21954,1,2,0,0,0,0
9707,2002,0,0,6430,3,3,1,1,2,1,0,0,0,1,13,0,0,,0,,,,128,"none",,,,,,,,,,5,2,0,0,0,0
9708,2003,0,0,17752,1,1,0,1,1,0,0,0,0,0,27,0,0,,0,,,,120,"none",,,,,,,,,,2,2,0,0,0,0
9709,2003,0,0,8862,2,2,1,1,2,0,0,0,0,0,11,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
9710,1999,0,0,43277,5,3,1,1,2,1,0,0,0,0,60,0,0,,0,,,,110,"none",2597,302,103,71,10339,8926,1338,1168,3140,1,2,0,0,0,0
9711,2000,0,0,17703,4,2,1,1,2,0,0,0,0,1,0,0,0,,0,,,,129,"none",4012,1596,480,318,12263,10484,2208,1804,4951,1,2,0,0,0,0
9712,2000,0,0,10626,4,2,1,1,2,0,0,0,0,1,4,0,0,,0,,,,129,"none",3195,883,274,180,11089,9558,1615,1388,3910,2,2,0,0,0,0
9713,2000,0,0,35072,4,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,129,"none",4499,1764,518,346,13036,11069,2495,1975,5588,1,2,0,0,0,0
9714,2001,0,0,21789,3,1,0,1,1,0,0,0,0,0,3,0,0,,0,,,,141,"none",6018,2245,460,308,14666,12289,2920,2212,7280,3,2,0,0,0,0
9715,1999,0,0,34824,4,1,0,1,1,0,0,0,0,0,36,0,0,,0,,,,110,"none",2597,302,103,71,10339,8926,1338,1168,3140,1,2,0,0,0,0
9716,1999,0,0,18732,4,1,0,1,1,0,0,0,0,0,10,0,0,,0,,,,110,"none",2597,302,103,71,10339,8926,1338,1168,3140,4,2,0,0,0,0
9717,1999,0,0,13865,2,1,0,1,1,0,0,0,0,0,7,0,0,,0,,,,110,"none",2316,51,29,26,9817,8471,1192,1038,2760,1,2,0,0,0,0
9718,2005,0,0,38680,1,1,0,1,0,0,0,0,1,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9719,1999,0,1,7538,1,1,1,0,1,0,0,0,0,0,4,0,0,6,0,5,2,3,110,"none",,,,,,,,,,4,3,0,1,0,1
9720,2000,0,0,8274,1,1,0,1,1,0,0,0,0,0,3,0,0,,0,,,,129,"none",7620,3773,1123,610,3807,3304,930,836,9305,1,2,0,0,0,0
9722,1999,0,0,53518,3,2,1,0,2,0,0,0,0,1,37,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9723,1999,0,0,76559,3,2,1,0,2,0,0,0,0,1,63,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9724,1999,0,0,168000,3,2,1,0,2,0,0,0,0,1,65,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9725,1999,0,0,135694,3,2,1,0,2,0,0,0,0,1,85,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9726,1999,0,0,63559,3,2,1,0,2,0,0,0,0,1,32,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9727,1999,0,0,48208,3,2,1,0,2,0,0,0,0,1,17,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9728,1997,0,0,6019,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
9729,1999,0,0,6389,3,2,1,0,2,0,0,0,0,1,1,0,0,,0,,,,110,"none",,,,,,,,,,3,2,0,0,0,0
9730,1999,0,0,10775,2,2,1,1,1,1,0,0,0,1,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9732,1999,0,0,13096,2,1,0,1,0,0,0,1,0,0,0,0,0,,0,,,,110,"none",2347,501,164,145,13023,11483,2193,1969,3548,1,2,0,0,0,0
9733,2005,0,0,20209,1,1,1,0,0,1,0,0,0,0,15,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9734,2001,0,0,8665,1,1,1,0,0,0,0,0,1,0,3,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9735,1997,0,0,23175,1,1,1,0,1,0,0,0,0,1,13,0,0,,0,,,,81,"none",6313,1961,371,307,8879,7918,2819,2434,6792,1,2,0,0,0,0
9736,1996,0,0,92596,1,1,1,0,1,0,0,0,0,1,52,0,0,,0,,,,55,"none",2557,2072,407,342,5099,4610,1421,1285,2752,1,2,0,0,0,0
9737,2000,0,0,49605,3,3,1,0,2,0,0,1,0,1,15,0,0,,0,,,,129,"none",7493,210,98,96,15815,14134,1990,1793,8153,1,2,0,0,0,0
9738,1998,0,1,104930,6,4,1,0,4,0,0,0,0,1,28,0,3,49,0,12,7,5,101,"none",6458,1496,264,214,9876,8788,2867,2483,6946,11,4,0,0,1,0
9739,1999,0,1,25172,2,2,1,0,2,0,0,0,0,1,5,0,2,13,0,9,6,3,110,"none",7093,635,178,153,12544,11189,2179,1961,7654,5,4,0,0,1,0
9740,1998,0,0,62541,2,2,1,0,2,0,0,0,0,1,14,0,0,,0,,,,101,"none",6525,1019,177,145,10588,9427,2773,2432,7027,1,2,0,0,0,0
9742,2001,0,0,28619,1,1,1,0,1,0,0,0,0,1,16,0,0,,0,,,,141,"none",7659,219,101,98,17579,15697,2401,2143,8351,1,2,0,0,0,0
9743,1997,0,0,24861,1,1,1,0,1,0,0,0,0,1,16,0,0,,0,,,,81,"none",4729,2172,414,348,6785,6112,1686,1502,5112,2,2,0,0,0,0
9744,1997,0,1,27036,3,3,1,0,2,1,0,0,0,1,0,0,0,31,2,3,1,2,81,"none",,,,,,,,,,7,3,0,1,0,1
9745,1998,0,0,12470,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9746,2004,0,0,39838,5,3,1,1,3,0,0,0,0,0,23,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9747,2004,0,0,38182,1,1,0,1,1,0,0,0,0,0,3,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9748,2004,0,0,13126,1,1,1,0,0,0,0,1,0,0,1,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9749,1998,0,0,36230,6,6,1,1,5,0,0,0,1,0,1,0,0,,0,,,,101,"none",145,0,0,0,9264,7997,860,755,215,1,2,0,0,0,0
9750,1998,0,0,79527,1,1,1,0,1,0,0,0,0,0,132,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9751,2003,0,0,32974,1,1,0,1,1,0,0,0,0,0,0,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
9752,2001,0,0,22132,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9753,1999,0,0,8116,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,110,"none",3436,2278,542,369,2750,2351,544,475,4119,1,2,0,0,0,0
9754,2001,0,0,10578,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,141,"none",4038,4038,492,329,13459,10918,3782,2925,4216,1,2,0,0,0,0
9755,2000,0,0,103858,3,2,1,0,1,0,0,0,0,0,7,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9756,2000,0,0,38772,2,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9757,2001,0,0,8875,1,1,1,0,1,0,0,0,0,0,4,0,0,,0,,,,141,"none",800,800,93,67,10851,8923,2854,2297,850,1,2,0,0,0,0
9758,2002,0,0,99814,3,2,1,1,2,0,0,0,0,0,74,0,0,,0,,,,128,"none",6829,4657,678,455,16588,13249,4689,3511,7175,1,2,0,0,0,0
9759,2000,0,0,85894,3,2,1,0,1,0,0,0,0,0,2,0,0,,0,,,,129,"none",,,,,,,,,,2,2,0,0,0,0
9760,1997,0,0,28435,5,5,1,0,4,0,0,1,0,0,2,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
9761,2004,0,0,33747,2,1,0,1,0,1,0,0,0,0,35,0,0,,0,,,,116,"none",20429,5840,485,375,24749,20304,3207,2623,22706,1,2,0,0,0,0
9762,2002,0,0,21492,3,2,0,1,1,1,0,0,0,0,0,0,0,,0,,,,128,"none",12098,4178,641,412,19727,16199,3542,2744,13800,1,2,0,0,0,0
9763,2003,0,0,25605,4,2,0,1,0,1,0,1,0,1,0,0,0,,0,,,,120,"none",19703,6036,555,430,23917,19612,3274,2676,21954,6,2,0,0,0,0
9764,1998,0,0,44013,1,1,1,0,1,0,0,0,0,0,20,0,0,,0,,,,101,"none",,,,,,,,,,2,2,0,0,0,0
9765,1996,0,0,46860,2,1,1,0,1,0,0,0,0,0,12,0,0,,0,,,,55,"none",,,,,,,,,,4,2,0,0,0,0
9766,2005,0,0,25627,1,1,1,0,1,0,0,0,0,1,23,0,0,,0,,,,116,"none",,,,,,,,,,3,2,0,0,0,0
9767,2002,0,0,38811,2,2,1,0,2,0,0,0,0,0,6,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9768,1998,0,0,66052,2,2,1,1,2,0,0,0,0,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9769,2001,0,0,46349,2,2,1,0,2,0,0,0,0,0,37,0,0,,0,,,,141,"none",8762,3898,583,365,16790,13918,3306,2517,10219,1,2,0,0,0,0
9770,1998,0,1,79555,4,4,1,1,3,1,0,0,0,0,2,2,8,46,2,32,17,15,101,"none",,,,,,,,,,4,3,0,1,0,1
9771,2002,0,0,29181,3,2,1,1,1,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9772,2001,0,0,33571,2,2,1,1,1,1,0,0,0,0,4,0,0,,0,,,,141,"none",,,,,,,,,,4,2,0,0,0,0
9773,1997,0,0,37602,1,1,1,0,1,0,0,0,0,0,18,0,0,,0,,,,81,"none",,,,,,,,,,1,2,0,0,0,0
9774,1996,0,0,16060,1,1,1,0,1,0,0,0,0,0,7,0,0,,0,,,,55,"none",,,,,,,,,,1,2,0,0,0,0
9775,2001,0,0,26059,2,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9776,1999,0,0,31350,1,1,1,0,1,0,0,0,0,0,42,0,0,,0,,,,110,"none",110,0,0,0,3818,3091,1189,910,156,1,2,0,0,0,0
9777,2004,0,0,17932,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9778,2002,0,0,19488,2,1,0,1,0,1,0,0,0,0,30,0,0,,0,,,,128,"none",15317,2022,503,396,11684,10367,1503,1369,17117,1,2,0,0,0,0
9779,2001,0,0,49673,1,1,1,0,0,1,0,0,0,1,25,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9780,2000,0,0,15883,1,1,1,0,0,1,0,0,0,1,5,0,0,,0,,,,129,"none",,,,,,,,,,4,2,0,0,0,0
9781,2002,0,1,32613,1,1,1,0,0,1,0,0,0,1,59,0,2,22,0,14,11,3,128,"none",,,,,,,,,,5,4,0,0,1,0
9782,1992,0,1,10895,1,1,1,0,0,1,0,0,0,0,2,0,0,8,0,6,6,0,19,"none",,,,,,,,,,6,4,0,0,1,0
9783,2002,0,0,17444,1,1,1,0,0,1,0,0,0,0,18,0,0,,0,,,,128,"none",,,,,,,,,,4,2,0,0,0,0
9785,2003,0,0,20649,1,1,1,0,0,1,0,0,0,1,23,0,0,,0,,,,120,"none",,,,,,,,,,1,2,0,0,0,0
9786,2004,0,0,29386,1,1,0,1,0,1,0,0,0,0,18,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9787,1996,0,0,9490,1,1,1,0,0,1,0,0,0,1,22,0,0,,0,,,,55,"none",,,,,,,,,,2,2,0,0,0,0
9788,1997,0,1,24489,3,3,1,0,2,1,0,0,0,1,15,0,22,12,0,10,7,3,81,"none",,,,,,,,,,2,4,0,0,1,0
9789,1999,0,0,24154,3,3,1,0,2,1,0,0,0,1,19,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9790,1993,0,0,13736,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,20,"none",,,,,,,,,,1,2,0,0,0,0
9791,2004,0,0,22857,3,2,0,1,1,1,0,0,0,0,16,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9792,2004,0,0,17225,3,2,0,1,1,1,0,0,0,0,19,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9793,2002,0,0,37417,1,1,1,0,0,1,0,0,0,1,0,0,0,,0,,,,128,"none",604,85,38,38,16138,12813,4908,3647,844,1,2,0,0,0,0
9794,1999,0,0,30946,1,1,1,0,1,0,0,0,0,0,50,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9795,1999,0,0,22757,4,3,1,0,3,0,0,0,0,1,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9796,1999,0,0,18886,1,1,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9797,2001,0,1,66114,1,1,1,0,0,1,0,0,0,1,108,0,18,38,0,11,9,2,141,"none",,,,,,,,,,3,4,0,0,1,0
9798,1993,0,0,41000,1,1,1,0,0,1,0,0,0,0,20.0409,0,0,,0,,,,20,"none",,,,,,,,,,1,2,0,0,0,0
9799,2000,0,0,18095,2,2,1,1,2,0,0,0,0,1,0,0,0,,0,,,,129,"none",396,396,114,95,11615,10202,1024,953,438,1,2,0,0,0,0
9800,1995,0,0,17157,3,2,1,0,0,1,0,0,0,1,8.69821,0,0,,0,,,,42,"none",,,,,,,,,,4,2,0,0,0,0
9801,2000,0,1,23206,1,1,1,0,0,1,0,0,0,1,0,7,5,14,0,9,8,1,129,"none",,,,,,,,,,2,3,0,0,0,0
9802,2003,0,0,14018,2,1,0,1,1,0,0,0,0,0,27,0,0,,0,,,,120,"none",2041,851,213,126,23983,21473,2536,2343,2270,1,2,0,0,0,0
9803,2001,0,0,13871,2,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,141,"none",696,696,199,130,14724,11840,4494,3403,790,1,2,0,0,0,0
9804,2002,0,0,36642,2,1,0,1,1,0,0,0,0,0,14,0,0,,0,,,,128,"none",1777,1738,466,314,17580,13951,5046,3760,1989,2,2,0,0,0,0
9805,2002,0,0,15403,2,1,0,1,1,0,0,0,0,0,29,0,0,,0,,,,128,"none",3099,2347,560,377,19997,15846,4892,3717,3404,1,2,0,0,0,0
9806,2002,0,0,24994,5,2,0,1,1,0,0,0,0,0,2,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9807,2004,0,0,58037,4,4,1,1,2,1,0,0,0,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9808,2002,0,0,21411,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,2,2,0,0,0,0
9809,1996,0,0,14220,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,55,"none",373,0,0,0,2366,2007,665,591,425,3,2,0,0,0,0
9810,1998,0,0,17831,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,101,"none",,,,,,,,,,1,2,0,0,0,0
9811,2005,0,0,170294,2,2,1,0,1,0,0,0,1,0,3,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9812,2000,0,0,20259,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,129,"none",,,,,,,,,,1,2,0,0,0,0
9813,2002,0,0,56778,1,1,1,0,0,1,0,0,0,0,0,0,0,,0,,,,128,"none",,,,,,,,,,6,2,0,0,0,0
9814,2004,0,0,34808,1,1,0,1,1,0,0,0,0,0,19,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9815,2003,0,0,13154,2,2,0,1,2,0,0,0,0,0,0,0,0,,0,,,,120,"none",1778,613,158,145,16331,14269,1775,1600,1976,1,2,0,0,0,0
9816,2003,0,0,48117,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",3935,757,201,175,23792,18761,3283,2615,4358,1,2,0,0,0,0
9817,2003,0,0,18610,1,1,0,1,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",3905,900,217,189,23440,18477,3313,2637,4313,1,2,0,0,0,0
9818,2003,0,0,33019,2,2,0,1,1,0,0,0,0,0,2,0,0,,0,,,,120,"none",3659,997,264,223,22357,17589,3860,3001,4040,2,2,0,0,0,0
9819,2001,0,0,8159,1,1,1,0,1,0,0,0,0,0,1,0,0,,0,,,,141,"none",211,211,51,43,12502,10161,3585,2773,255,2,2,0,0,0,0
9820,2002,0,0,24125,4,4,1,1,1,1,0,0,1,0,6,0,0,,0,,,,128,"none",522,320,104,94,23604,21006,2610,2352,607,3,2,0,0,0,0
9821,2002,0,0,17906,1,1,1,0,0,0,0,0,1,0,13,0,0,,0,,,,128,"none",486,424,120,110,22621,20133,2594,2327,559,1,2,0,0,0,0
9822,2001,0,0,23983,4,2,1,0,0,1,0,0,1,0,0,0,0,,0,,,,141,"none",202,202,52,51,20994,18654,2796,2453,236,1,2,0,0,0,0
9823,2004,0,0,8607,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,,,,116,"none",,,,,,,,,,1,2,0,0,0,0
9824,2001,0,0,47447,1,1,1,0,1,0,0,0,0,0,25,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9825,2003,0,0,50621,2,1,1,0,0,0,0,0,1,0,2,0,0,,0,,,,120,"none",1265,108,50,50,1373,1272,80,63,1501,1,2,0,0,0,0
9826,2005,0,0,35380,2,2,1,0,0,0,0,0,1,0,4,0,0,,0,,,,116,"none",,,,,,,,,,2,2,0,0,0,0
9827,2002,0,0,57350,1,1,0,1,1,0,0,0,0,0,4,0,0,,0,,,,128,"none",,,,,,,,,,1,2,0,0,0,0
9828,2002,0,0,22682,1,1,1,0,1,0,0,0,0,0,3,0,0,,0,,,,128,"none",544,260,121,109,16110,12791,4825,3576,798,1,2,0,0,0,0
9829,1998,0,0,33948,2,2,1,0,1,1,0,0,0,0,11,0,0,,0,,,,101,"none",,,,,,,,,,4,2,0,0,0,0
9830,1999,0,0,20182,2,2,1,0,1,0,0,0,0,0,0,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
9831,2001,0,0,20037,2,2,1,0,2,0,0,0,0,1,8,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9832,2001,0,0,22124,2,2,1,0,2,0,0,0,0,1,6,0,0,,0,,,,141,"none",,,,,,,,,,1,2,0,0,0,0
9833,1999,0,0,6995,1,1,1,0,0,0,0,1,0,1,4,0,0,,0,,,,110,"none",,,,,,,,,,2,2,0,0,0,0
9834,1999,0,0,48062,1,1,1,0,0,0,0,1,0,1,9,0,0,,0,,,,110,"none",,,,,,,,,,1,2,0,0,0,0
