owner_name,owner_monthly,owner_push_size,owner_push_distinct_size,owner_push_ct,owner_fork_ct,owner_watch_ct,owner_commitcomment_ct,owner_issuecomment_ct,owner_issueopen_ct,owner_issueclose_ct,owner_pullopen_ct,owner_pullopen_comment_ct,owner_pullopen_review_ct,owner_pullopen_commit_ct,owner_pullopen_add_ct,owner_pullopen_delete_ct,owner_pullopen_changefile_ct,owner_pullclose_ct,owner_pullclose_comment_ct,owner_pullclose_review_ct,owner_pullclose_commit_ct,owner_pullclose_add_ct,owner_pullclose_delete_ct,owner_pullclose_changefile_ct,owner_pushactor_actor_ct,owner_pullactor_actor_ct,repo_owner_name,repo_monthly,repo_ct
VIRTUALD3SIGN,2017-09,18,18,18,,,,,,,,,,,,,,,,,,,,,1,,VIRTUALD3SIGN,2017-09,1
xumx,2017-04,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,xumx,2017-04,1
parallelProject,2017-10,67,67,67,,,,,,,,,,,,,,,,,,,,,3,,parallelProject,2017-10,3
Fullrate,2017-03,16,16,7,,1,,,,,,,,,,,,,,,,,,,,,,,
Atoyr,2017-12,85,69,28,,,,2,4,,1,0,0,16,1110,5,21,1,0,0,16,1110,5,21,,,,,
open-dcs,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
mrveenu,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,mrveenu,2017-08,1
joshpeng,2017-03,2,2,2,2,3,,5,,,1,0,0,3,74,34,4,,,,,,,,1,1,joshpeng,2017-03,1
zhengmingli,2017-12,6,6,6,,,,,,,,,,,,,,,,,,,,,3,,zhengmingli,2017-12,3
grengojbo,2017-03,114,114,15,,,,,,,,,,,,,,,,,,,,,,,grengojbo,2017-03,1
ivanzor,2017-11,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,ivanzor,2017-11,1
FutureMissionary1,2017-11,5,4,5,,1,,,,,1,0,0,1,1,0,1,1,0,0,1,1,0,1,2,1,FutureMissionary1,2017-11,2
ht14a022,2017-05,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,ht14a022,2017-05,1
moinism,2017-08,5,5,4,29,198,,16,7,6,3,0,0,3,2,0,1,4,3,0,4,2,0,1,,1,,,
italorossi,2017-11,5,5,5,,2,,,2,,1,0,0,1,35,0,1,1,0,1,1,13,0,1,2,,italorossi,2017-11,2
debuggerx01,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,debuggerx01,2017-06,1
suyuantao,2017-05,11,11,10,,,,,,,,,,,,,,,,,,,,,3,,suyuantao,2017-05,5
raven031502225,2017-08,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,raven031502225,2017-08,1
AndrewChuprina,2017-05,5,4,4,,,,,,,1,0,0,1,3,1,1,1,0,0,1,3,1,1,1,1,AndrewChuprina,2017-05,1
roelens8,2017-07,20,20,3,,,,,,,,,,,,,,,,,,,,,,,,,
JiReThunder,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,JiReThunder,2017-03,1
gibbogle,2017-06,18,18,18,1,,,,,,,,,,,,,,,,,,,,,,,,
megthommes,2017-02,64,22,20,,,,,,,10,0,0,14,1040,64,16,10,0,0,14,1040,64,16,,,,,
joostdewaal,2017-08,4,3,3,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,2,1,joostdewaal,2017-08,3
wesdv,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
harishv7,2017-06,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
rengolin,2017-10,515,511,4,,,,,,,,,,,,,,,,,,,,,1,,rengolin,2017-10,1
quanvuong,2017-08,141,141,83,,,,,,,,,,,,,,,,,,,,,5,,quanvuong,2017-08,6
bskyb-cloud,2017-06,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,
RomiC,2017-04,11,11,11,,,,,,,,,,,,,,,,,,,,,3,,RomiC,2017-04,2
goassia,2017-06,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
lookageek,2017-10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
tammiet,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,tammiet,2017-06,2
floriandufourrives,2017-01,72,22,18,,,,,,,2,0,0,50,4704,1425,105,2,0,0,50,4704,1425,105,,,,,
Hus4rz,2017-12,12,11,9,,,,,,,1,0,0,1,2,1,1,1,0,0,1,2,1,1,5,1,Hus4rz,2017-12,5
Acidion,2017-06,23,23,2,,,,,,,1,0,0,21,255,144,3,1,0,0,21,255,144,3,1,1,Acidion,2017-06,1
prdks,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
JulietheFoodie,2017-05,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,JulietheFoodie,2017-05,1
iincarna,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,2,,iincarna,2017-08,4
yamiyamiyamyam,2017-11,1863,347,338,,,,,,,,,,,,,,,,,,,,,2,,yamiyamiyamyam,2017-11,1
Greengraphics,2017-09,35,35,3,,,,,,,,,,,,,,,,,,,,,,,,,
fifolim,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
xtreme-lang,2017-04,5,5,4,,,,,,,,,,,,,,,,,,,,,1,,,,
pbrudny,2017-09,53,51,31,,,,,,,1,0,0,2,62,7,5,1,0,0,2,62,7,5,4,1,pbrudny,2017-09,5
SadEvilPenguin,2017-09,185,185,65,,,,,,,,,,,,,,,,,,,,,1,,,,
mcmengchen,2017-06,2,2,2,1,5,,,,,,,,,,,,,,,,,,,,,,,
zhangsens,2017-05,11,11,9,,,,,,,,,,,,,,,,,,,,,3,,zhangsens,2017-05,2
mokito,2017-02,10,10,10,,,2,,,,,,,,,,,,,,,,,,,,mokito,2017-02,5
majickdave,2017-09,43,43,25,,,,,,,,,,,,,,,,,,,,,6,,majickdave,2017-09,9
stumpsyn,2017-12,7,7,3,16,2,,1,,,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,,,
LChris,2017-11,17,12,10,,,,,9,9,1,0,0,1,49,14,3,1,0,0,1,49,14,3,2,1,LChris,2017-11,1
fuckingworld,2017-06,6,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
YiJianJun,2017-04,33,33,33,,1,,,,,,,,,,,,,,,,,,,1,,YiJianJun,2017-04,1
kennethkutyn,2017-08,3,3,3,,,,,,,,,,,,,,,,,,,,,3,,kennethkutyn,2017-08,4
sandajian,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
vkcosta,2017-11,38,32,28,1,,,2,,,3,0,0,4,2,7606,192,2,2,0,2,2,1,2,2,3,vkcosta,2017-11,2
gama843,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,gama843,2017-02,1
Extinity,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,2,,Extinity,2017-04,3
seccom,2017-04,1,1,1,1,5,,,,,,,,,,,,,,,,,,,,,,,
maicolstip,2017-11,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
DICERs,2017-01,9,9,5,,,,,,,,,,,,,,,,,,,,,1,,DICERs,2017-01,1
sciencemarchchi,2017-04,134,134,133,,,,,,,,,,,,,,,,,,,,,,,,,
dmfilipenko,2017-03,2,2,2,7,2,,,1,,,,,,,,,,,,,,,,,,,,
DevToolz,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ljordan51,2017-10,10,10,9,,,,,,,,,,,,,,,,,,,,,1,,ljordan51,2017-10,1
Vpugh,2017-03,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
boldloop,2017-08,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,boldloop,2017-08,1
Ashtaril,2017-05,2,2,2,1,,,,,,,,,,,,,,,,,,,,1,,Ashtaril,2017-05,1
dforsyth,2017-03,10,10,3,2,2,,,,,,,,,,,,,,,,,,,,,,,
rgarro,2017-10,30,30,30,,,,,,,,,,,,,,,,,,,,,2,,rgarro,2017-10,2
varunmaurya,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,varunmaurya,2017-03,1
hnickau,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,hnickau,2017-02,1
mlichvar,2017-11,661,653,7,3,2,,,,,,,,,,,,,,,,,,,1,,mlichvar,2017-11,1
petermihailov,2017-09,22,18,14,,,,,,,,,,,,,,,,,,,,,,,,,
airpopper,2017-03,9,9,9,,,,,,,,,,,,,,,,,,,,,3,,airpopper,2017-03,6
tecnocat,2017-08,112,112,1,1,,,,,,1,0,0,111,159,99,14,1,0,0,111,159,99,14,1,1,,,
Deemerus,2017-05,5,5,5,,,,,,,,,,,,,,,,,,,,,2,,Deemerus,2017-05,5
AkaiNNT,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
mwasplund,2017-10,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan22222,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Ivan22222,2017-06,1
nail-ssg,2017-06,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,
Yubyf,2017-04,47,47,45,,,,,,,,,,,,,,,,,,,,,,,,,
wfriesen,2017-04,205,180,42,,1,,,,,,,,,,,,,,,,,,,3,,wfriesen,2017-04,3
thanachot1,2017-11,11,11,11,,,,,,,,,,,,,,,,,,,,,1,,thanachot1,2017-11,1
ksgyoung,2017-09,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,ksgyoung,2017-09,1
McMax,2017-03,6,6,5,,,,,,,,,,,,,,,,,,,,,,,,,
enrrodech,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
lostinyou,2017-11,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
ssirjann,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,ssirjann,2017-08,1
takke,2017-05,81,74,2,,,,,1,,,,,,,,,,,,,,,,,,,,
mars-technologies-inc,2017-07,28,28,28,,4,,2,2,2,,,,,,,,,,,,,,,2,,mars-technologies-inc,2017-07,2
BA101G5,2017-06,252,123,92,10,,1,1,,,43,0,0,162,46088,1259,627,41,1,0,163,43691,1207,568,11,11,BA101G5,2017-06,2
kohjie,2017-06,15,15,12,,,,,,,,,,,,,,,,,,,,,3,,kohjie,2017-06,2
rande,2017-10,15,12,9,2,1,,2,1,2,3,0,0,3,244,286,12,3,0,0,3,245,286,14,1,,rande,2017-10,2
ReinaldoPorretti,2017-08,4,4,4,1,,,,,,1,0,0,1,6,6,1,,,,,,,,3,1,ReinaldoPorretti,2017-08,3
1597337,2017-02,1,1,1,,,,,,,1,0,0,1,2,0,1,,,,,,,,1,1,1597337,2017-02,1
vitogaio,2017-02,10,10,10,,,,,,,,,,,,,,,,,,,,,1,,vitogaio,2017-02,3
amberj87,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,amberj87,2017-10,1
ehrenfeu,2017-08,17,17,12,,,,,,,,,,,,,,,,,,,,,1,,ehrenfeu,2017-08,1
Webrambler,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Webrambler,2017-12,1
BirdandLion,2017-03,24,24,23,,,,,,,,,,,,,,,,,,,,,8,,BirdandLion,2017-03,11
arunavanag591,2017-10,13,9,9,,,,,,,3,0,0,4,331,111,249,3,0,0,4,331,111,249,1,1,arunavanag591,2017-10,1
jakelafond,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,jakelafond,2017-09,2
mudusun,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,mudusun,2017-02,3
barsutka,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,barsutka,2017-04,1
s0ber,2017-03,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
technoc,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,technoc,2017-02,3
nikita-govind,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,nikita-govind,2017-05,1
annkurganskaya,2017-03,29,29,29,,,,,,,,,,,,,,,,,,,,,1,,annkurganskaya,2017-03,1
LukasTestOrganization,2017-06,333,216,159,5,11,1,185,34,26,22,0,0,24,712,311,62,27,89,92,97,3044,1754,128,,,,,
JeongDaHye,2017-10,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,
yuyasat,2017-03,198,103,78,,1,,18,3,,9,0,0,18,1129,103,54,9,18,22,69,2708,1088,123,,2,,,
pconlin2,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
24aitor,2017-05,67,64,52,1,15,,6,1,,5,0,0,5,221,210,8,4,5,0,4,219,208,6,4,1,24aitor,2017-05,4
Peter7645946,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,Peter7645946,2017-10,1
fredericlam,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
ronanwatkins,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,ronanwatkins,2017-12,1
justinkimsgithub,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,justinkimsgithub,2017-07,1
vjsoria,2017-12,4,4,4,,,,,,,2,0,0,2,40,11,2,,,,,,,,1,1,vjsoria,2017-12,1
mynrd,2017-01,32,16,14,,,,,,,,,,,,,,,,,,,,,1,,mynrd,2017-01,1
manishjha4,2017-09,8,8,8,,,,,,,,,,,,,,,,,,,,,2,,manishjha4,2017-09,1
oblique,2017-09,12,12,3,19,74,,7,8,2,1,0,0,1,4,4,1,1,1,0,1,4,4,1,,1,,,
poyaboy,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,poyaboy,2017-07,1
evertonralves,2017-04,3,3,3,,,,,,,,,,,,,,,,,,,,,,,evertonralves,2017-04,1
BohrForIOS,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,2,,BohrForIOS,2017-04,4
lupino3,2017-11,43,43,14,,,,1,1,,1,0,0,15,662,867,176,1,0,0,15,662,867,176,,,,,
profabennett,2017-06,38,37,37,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,1,profabennett,2017-06,1
fvgras,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
zxc7928932,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
NourDT,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,NourDT,2017-08,4
nizniashard,2017-07,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,nizniashard,2017-07,1
cjsal95,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,cjsal95,2017-07,1
aughey,2017-10,5,5,3,,1,,,,,,,,,,,,,,,,,,,,,,,
cebonet,2017-03,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,
plainwater8199,2017-12,20,12,8,,,,,,,,,,,,,,,,,,,,,1,,plainwater8199,2017-12,1
devssh,2017-11,7,7,7,,,,,,,,,,,,,,,,,,,,,2,,devssh,2017-11,4
czbiohub,2017-10,124,63,56,2,4,,9,9,10,18,0,0,30,17343,16915,68,20,3,10,47,17616,29360,114,16,11,czbiohub,2017-10,4
deniotokiari,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
spacive,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,spacive,2017-04,1
mdminimike,2017-05,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,mdminimike,2017-05,1
sanzillion,2017-07,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,sanzillion,2017-07,1
qhrtech,2017-08,13,13,3,,,,,,,1,0,0,8,71,21,7,1,0,0,8,71,21,7,1,1,qhrtech,2017-08,1
aurorafe,2017-03,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,
jiuanjing,2017-02,7,7,5,,,,,,,,,,,,,,,,,,,,,1,,,,
FloBue,2017-07,56,56,1,,,,,,,,,,,,,,,,,,,,,,,,,
jacgrady1,2017-06,231,75,70,,,,21,,,24,0,0,33,3323,1307,148,24,21,16,49,3713,1554,177,1,,jacgrady1,2017-06,1
baiyz,2017-03,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,baiyz,2017-03,1
scmsrshhn,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,scmsrshhn,2017-10,1
Arthur-Milchior,2017-11,2,2,1,1,2,,,,,,,,,,,,,,,,,,,1,,Arthur-Milchior,2017-11,1
wliuxingxiangyu,2017-04,13,13,13,,,,,,,,,,,,,,,,,,,,,2,,wliuxingxiangyu,2017-04,2
kibrovic,2017-08,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,kibrovic,2017-08,3
sady100,2017-11,7,7,7,,,,,1,,,,,,,,,,,,,,,,2,,sady100,2017-11,2
infinitylx,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
arichnad,2017-05,6,6,3,,,,,,,1,0,0,1,8,1,1,1,0,0,1,8,1,1,1,,arichnad,2017-05,1
jmacIndy,2017-08,16,16,15,,,,,,,,,,,,,,,,,,,,,1,,jmacIndy,2017-08,1
wadarochi,2017-09,15,15,13,,,,,,,,,,,,,,,,,,,,,1,,wadarochi,2017-09,1
AnsoSales,2017-09,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,
dilinipeirs,2017-12,44,28,28,,,,,,,12,0,0,12,2086,909,132,13,0,0,16,2902,1158,158,,,,,
jesperlauridsen,2017-01,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,
Vidya-Chandrasekhar,2017-05,54,54,45,,,,,,,,,,,,,,,,,,,,,15,,Vidya-Chandrasekhar,2017-05,19
afreewill333,2017-09,101,101,101,,,,,,,,,,,,,,,,,,,,,5,,afreewill333,2017-09,4
Rastamafugg,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
Hanjongbeom,2017-06,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
thhsfdc,2017-10,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
JoshuaSkelly,2017-05,2,2,2,4,4,,,2,,,,,,,,,,,,,,,,,,,,
REStrong,2017-06,28,28,27,,,,,3,,,,,,,,,,,,,,,,6,,REStrong,2017-06,7
neil93,2017-06,4,4,4,,,,1,2,,,,,,,,,,,,,,,,1,,neil93,2017-06,1
EmersonHolcombe,2017-08,3,2,2,,,,,,,1,0,0,1,2,0,1,1,0,0,1,2,0,1,1,1,EmersonHolcombe,2017-08,1
dkolba,2017-02,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,dkolba,2017-02,1
lukaomi,2017-03,43,43,39,,,,,,,,,,,,,,,,,,,,,1,,lukaomi,2017-03,2
mayaptr,2017-03,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,mayaptr,2017-03,1
TheDushan,2017-10,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
kanamori7082,2017-09,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,
HaoAscetic,2017-07,4,4,4,,1,,,,,,,,,,,,,,,,,,,1,,HaoAscetic,2017-07,2
kynhoang216,2017-03,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,
bobi-rakova,2017-02,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,
Augmentedjs,2017-11,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
4xposed,2017-09,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
haxetink,2017-11,46,46,29,4,13,,16,8,5,7,0,0,7,189,74,13,6,5,8,6,123,74,10,,3,,,
stuha,2017-04,192,160,142,,1,,,,,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,stuha,2017-04,3
monkdaf,2017-03,22,22,19,,,,,,,,,,,,,,,,,,,,,,,monkdaf,2017-03,1
jail-maker,2017-11,138,124,116,5,,,,,,2,0,0,2,130,6,4,2,0,0,2,130,6,4,4,2,jail-maker,2017-11,3
tl-thanh,2017-11,8,8,8,,,,,,,,,,,,,,,,,,,,,1,,tl-thanh,2017-11,1
hudafh,2017-04,11,11,11,,,,,,,,,,,,,,,,,,,,,2,,hudafh,2017-04,2
tobyZhou,2017-08,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
matthewfeickert,2017-03,11,11,7,1,,,,,,1,0,0,2,7,0,1,1,0,0,2,7,0,1,1,1,matthewfeickert,2017-03,1
ajswis,2017-11,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Nico158106,2017-11,10,10,8,,,,,,,,,,,,,,,,,,,,,1,,Nico158106,2017-11,1
Lijinwen1994,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,Lijinwen1994,2017-12,4
mahaveila,2017-09,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
vviicc,2017-04,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Arrjuun,2017-11,8,8,8,,1,,,,,,,,,,,,,,,,,,,1,,Arrjuun,2017-11,1
jankralx,2017-02,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,jankralx,2017-02,1
jayster55,2017-04,11,11,11,,1,,,,,,,,,,,,,,,,,,,2,,jayster55,2017-04,1
KyleWJohnston,2017-12,67,67,25,1,1,,,1,2,,,,,,,,,,,,,,,,,,,
REID-MCT,2017-06,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,
digimer,2017-06,62,62,54,,2,,2,6,2,,,,,,,,,,,,,,,,,,,
jamersonsilva,2017-02,48,48,48,,,,,,,,,,,,,,,,,,,,,2,,jamersonsilva,2017-02,1
yjoly91470,2017-11,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,yjoly91470,2017-11,1
Wano-k,2017-12,33,33,9,1,3,,1,1,4,,,,,,,,,,,,,,,,,,,
zhuhaoman,2017-11,11,11,11,,,,,,,,,,,,,,,,,,,,,2,,zhuhaoman,2017-11,1
yinyinnie,2017-10,4,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,
radogost,2017-03,4,4,4,,,,,,,,,,,,,,,,,,,,,1,,radogost,2017-03,2
vivedu,2017-04,5,5,4,,,,,,,,,,,,,,,,,,,,,1,,vivedu,2017-04,2
alaauco,2017-03,13,13,13,,,,3,,,3,0,0,3,21,1,4,,,,,,,,3,1,alaauco,2017-03,3
GD-park,2017-01,8,8,6,,,,,,,,,,,,,,,,,,,,,1,,GD-park,2017-01,7
dwwilsonclt,2017-04,29,25,22,,,,1,,,4,0,0,4,32404,117,209,4,0,0,4,32404,117,209,6,3,dwwilsonclt,2017-04,3
hozzjss,2017-02,25,25,25,,1,,,,,,,,,,,,,,,,,,,4,,hozzjss,2017-02,4
LarsonVonH,2017-05,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
AidanHanda,2017-12,20,19,14,,,,,,,,,,,,,,,,,,,,,1,,AidanHanda,2017-12,1
php-light,2017-12,4,3,3,,,,,,,1,0,0,1,112,1,3,1,0,0,1,112,1,3,,1,,,
MrXT,2017-02,65,65,47,,,,,,,,,,,,,,,,,,,,,2,,MrXT,2017-02,2
AlessS4ndro,2017-11,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,AlessS4ndro,2017-11,1
banana17c,2017-05,24,24,7,,,,,,,,,,,,,,,,,,,,,,,,,
eysmand,2017-01,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,eysmand,2017-01,1
oskarotenks,2017-04,262,195,15,,,,2,2,1,2,0,0,187,70226,314156,236,2,0,0,230,70254,314156,236,2,1,oskarotenks,2017-04,1
liuhanzhe,2017-12,1,1,1,,,,,,,,,,,,,,,,,,,,,,,liuhanzhe,2017-12,1
titipata,2017-08,15,15,13,59,319,,26,11,2,3,0,0,3,5,0,3,3,2,0,3,5,0,3,,3,titipata,2017-08,1
susmithaIsani,2017-10,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,susmithaIsani,2017-10,2
RustamSafin,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
jasonsliu,2017-01,8,8,5,,,,,,,1,0,0,4,49,6,3,,,,,,,,2,1,jasonsliu,2017-01,3
s11106184,2017-09,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,s11106184,2017-09,1
GilesBathgate,2017-05,2,2,1,1,,,4,1,1,,,,,,,,,,,,,,,,,,,
therufa,2017-12,14,14,12,,1,,1,1,1,,,,,,,,,,,,,,,2,,therufa,2017-12,2
mthomos,2017-10,189,189,19,,,,,,,2,0,0,313,9374,2531,254,1,0,0,1,8,22,1,,,,,
mchamps,2017-08,9,9,8,,,,3,1,1,,,,,,,,,,,,,,,1,,mchamps,2017-08,1
hushuhuan,2017-02,5,5,5,,,,,,,,,,,,,,,,,,,,,5,,hushuhuan,2017-02,12
pareshchalke,2017-03,20,20,20,,,,,,,,,,,,,,,,,,,,,2,,pareshchalke,2017-03,2
zchkun,2017-08,4,4,4,,,,,,,,,,,,,,,,,,,,,2,,zchkun,2017-08,1
PotatoSupreme,2017-03,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,PotatoSupreme,2017-03,1
rafaelhirooka,2017-07,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,rafaelhirooka,2017-07,1
garciparedes,2017-11,192,147,142,1,15,,11,11,11,8,0,0,25,689,98205,89,8,1,0,30,8325,100005,91,7,2,garciparedes,2017-11,7
abrander,2017-11,8,6,4,4,3,,1,,,3,0,0,3,249,12,17,3,0,0,4,250,13,18,,1,,,
nicolaferraro,2017-09,2080,3716,41,,,,,,,,,,,,,,,,,,,,,4,,nicolaferraro,2017-09,5
suamarca,2017-04,9,5,2,,,,,,,,,,,,,,,,,,,,,1,,,,
TomDelhongo,2017-03,8,8,8,,,,,,,,,,,,,,,,,,,,,1,,,,
zakpap,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
attendqsy,2017-04,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,attendqsy,2017-04,2
spugachev,2017-02,1,1,1,,4,,,,,,,,,,,,,,,,,,,1,,spugachev,2017-02,1
Grampybones,2017-02,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,
cordjastram,2017-11,20,20,14,,,,,,,,,,,,,,,,,,,,,3,,cordjastram,2017-11,4
takaesumizuki,2017-06,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,takaesumizuki,2017-06,1
gabriel-dehan,2017-02,3,3,3,,,,,,,,,,,,,,,,,,,,,1,,,,
bongo1,2017-05,8,8,8,,,,,,,,,,,,,,,,,,,,,6,,bongo1,2017-05,13
shabbyrobe,2017-08,45,30,29,,,,,,,,,,,,,,,,,,,,,2,,shabbyrobe,2017-08,2
kylekthompson,2017-12,32,25,20,,,,3,,,4,0,0,5,3839,4529,170,3,2,0,4,888,158,75,1,,,,
hapood,2017-12,20,19,17,1,15,,1,7,5,4,0,0,12,1012,739,37,2,0,0,11,308,285,13,1,,hapood,2017-12,1
CGBANKZ,2017-03,5,5,5,,,,,,,,,,,,,,,,,,,,,1,,CGBANKZ,2017-03,1
haajutran,2017-12,2,2,2,,,,,,,,,,,,,,,,,,,,,1,,haajutran,2017-12,1
BJTaylor04,2017-03,3,2,2,,,,,,,1,0,0,1,6,1,1,1,0,0,1,6,1,1,1,1,BJTaylor04,2017-03,2
xiaobaichongchongchong,2017-06,10,6,6,,,,,,,1,0,0,4,4,0,3,1,0,0,4,4,0,3,1,1,xiaobaichongchongchong,2017-06,1
HarassMap,2017-05,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,
wdms123,2017-12,27,7,6,,1,,,,,1,0,0,6,11217,21,41,1,0,0,6,11217,21,41,,1,,,
Marlon-Monroy,2017-08,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
Catcheryp,2017-10,3,3,3,,1,,,2,,,,,,,,,,,,,,,,1,,Catcheryp,2017-10,3
anilutcs,2017-08,6,6,6,,,,,,,,,,,,,,,,,,,,,1,,anilutcs,2017-08,1
MissMicro,2017-10,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,
